n,input_signal,filtered_signal,
512,-0.2928932309150696,0.7437623143196106,
513,-1.394879698753357,0.6264973282814026,
514,-1.9519338607788086,0.49429163336753845,
515,-1.205207109451294,0.3500872850418091,
516,-0.04068082571029663,0.197609543800354,
517,0.14627671241760254,0.040844179689884186,
518,-0.7613372802734375,-0.11657560616731644,
519,-1.4547860622406006,-0.27139097452163696,
520,-0.882174551486969,-0.4202340245246887,
521,0.39800912141799927,-0.5593603849411011,
522,0.9293691515922546,-0.6850588321685791,
523,0.22196175158023834,-0.7943064570426941,
524,-0.6237250566482544,-0.884931206703186,
525,-0.3331531882286072,-0.9551582336425781,
526,0.9023957848548889,-1.0031975507736206,
527,1.6669780015945435,-1.027466893196106,
528,1.1329054832458496,-1.0272122621536255,
529,0.11887341737747192,-1.0027598142623901,
530,0.03669750690460205,-0.955099880695343,
531,1.0769150257110596,-0.8853273987770081,
532,1.9626667499542236,-0.7946485877037048,
533,1.5863124132156372,-0.684907853603363,
534,0.43019819259643555,-0.5589080452919006,
535,-0.0524212121963501,-0.42005833983421326,
536,0.6988704800605774,-0.2717134654521942,
537,1.6338260173797607,-0.11697722226381302,
538,1.4412213563919067,0.040884457528591156,
539,0.23378199338912964,0.19804684817790985,
540,-0.5932126641273499,0.3503672182559967,
541,-0.14864766597747803,0.49406129121780396,
542,0.8151463270187378,0.6260586977005005,
543,0.871885359287262,0.7436826229095459,
544,-0.24415209889411926,0.8441728353500366,
545,-1.292663812637329,0.9247445464134216,
546,-1.1141936779022217,0.9832015037536621,
547,-0.11348310112953186,1.0183765888214111,
548,0.2639918327331543,1.029895305633545,
549,-0.6095229387283325,1.0176063776016235,
550,-1.7352341413497925,0.9814305305480957,
551,-1.7664713859558105,0.9218359589576721,
552,-0.7343108654022217,0.8403158783912659,
553,-0.0058956146240234375,0.739233136177063,
554,-0.5295372009277344,0.6211893558502197,
555,-1.6172990798950195,0.48867207765579224,
556,-1.828390121459961,0.3443600833415985,
557,-0.8186228275299072,0.19161833822727203,
558,0.2161402702331543,0.0344475656747818,
559,0.07204872369766235,-0.12313812971115112,
560,-0.9210560321807861,-0.27762162685394287,
561,-1.3261306285858154,-0.4258284270763397,
562,-0.446790874004364,-0.5644201636314392,
563,0.7752519249916077,-0.6897892951965332,
564,0.9639239311218262,-0.7985972762107849,
565,0.06996001303195953,-0.8883582353591919,
566,-0.5703713893890381,-0.9574084281921387,
567,0.045588672161102295,-1.0043749809265137,
568,1.2964184284210205,-1.0278897285461426,
569,1.7296929359436035,-1.026960849761963,
570,0.9221794009208679,-1.0015606880187988,
571,0.01968860626220703,-0.9526900053024292,
572,0.26428329944610596,-0.8818357586860657,
573,1.3987270593643188,-0.7905008792877197,
574,1.9952377080917358,-0.6803756952285767,
575,1.2865769863128662,-0.5538818836212158,
576,0.15087133646011353,-0.4143260717391968,
577,-0.014780759811401367,-0.2653920650482178,
578,0.9149296879768372,-0.1105315089225769,
